date,store_id,product_id,sales,promotion,holiday
2024-01-04,1,9,63,0,0
2024-01-04,1,10,88,0,0
2024-01-04,2,1,85,0,0
2024-01-04,2,2,61,0,0
2024-01-04,2,3,126,0,0
2024-01-04,2,4,99,0,0
2024-01-04,2,5,49,0,0
2024-01-04,2,6,110,0,0
2024-01-04,2,7,137,0,0
2024-01-04,2,8,108,0,0
2024-01-04,2,9,80,1,0
2024-01-04,2,10,65,0,0
2024-01-04,3,1,87,0,0
2024-01-04,3,2,133,0,0
2024-01-04,3,3,132,0,0
2024-01-04,3,4,115,0,0
2024-01-04,3,5,124,0,0
2024-01-04,3,6,56,0,0
2024-01-04,3,7,144,1,0
2024-01-04,3,8,121,0,0
2024-01-04,3,9,101,0,0
2024-01-04,3,10,126,1,0
2024-01-04,4,1,123,0,0
2024-01-04,4,2,113,0,0
2024-01-04,4,3,122,0,0
2024-01-04,4,4,43,0,0
2024-01-04,4,5,121,0,0
2024-01-04,4,6,139,0,0
2024-01-04,4,7,109,0,0
2024-01-04,4,8,93,0,0
2024-01-04,4,9,102,0,0
2024-01-04,4,10,49,0,0
2024-01-04,5,1,70,0,0
2024-01-04,5,2,163,0,0
2024-01-04,5,3,143,0,0
2024-01-04,5,4,96,0,0
2024-01-04,5,5,152,0,0
2024-01-04,5,6,142,0,0
2024-01-04,5,7,208,1,0
2024-01-04,5,8,133,0,0
2024-01-04,5,9,135,0,0
2024-01-04,5,10,74,0,0
2024-01-05,1,1,91,0,0
2024-01-05,1,2,62,0,0
2024-01-05,1,3,111,0,0
2024-01-05,1,4,68,0,0
2024-01-05,1,5,175,0,0
2024-01-05,1,6,158,0,0
2024-01-05,1,7,201,0,0
2024-01-05,1,8,83,0,0
2024-01-05,1,9,237,1,1
2024-01-05,1,10,120,0,0
2024-01-05,2,1,118,0,0
2024-01-05,2,2,76,0,0
2024-01-05,2,3,221,1,0
2024-01-05,2,4,98,0,0
2024-01-05,2,5,53,0,0
2024-01-05,2,6,119,0,0
2024-01-05,2,7,153,0,0
2024-01-05,2,8,213,1,0
2024-01-05,2,9,54,0,0
2024-01-05,2,10,79,0,0
2024-01-05,3,1,102,0,0
2024-01-05,3,2,149,0,0
2024-01-05,3,3,157,0,0
2024-01-05,3,4,142,0,0
2024-01-05,3,5,125,0,0
2024-01-05,3,6,71,0,0
2024-01-05,3,7,101,0,0
2024-01-05,3,8,203,1,0
2024-01-05,3,9,136,0,0
2024-01-05,3,10,108,0,0
2024-01-05,4,1,158,0,0
2024-01-05,4,2,119,0,0
2024-01-05,4,3,144,0,0
2024-01-05,4,4,52,0,0
2024-01-05,4,5,167,0,0
2024-01-05,4,6,182,0,0
2024-01-05,4,7,197,1,0
2024-01-05,4,8,130,0,0
2024-01-05,4,9,73,0,0
2024-01-05,4,10,58,0,0
2024-01-05,5,1,95,0,0
2024-01-05,5,2,184,0,0
2024-01-05,5,3,148,0,0
2024-01-05,5,4,137,0,0
2024-01-05,5,5,213,1,0
2024-01-05,5,6,181,0,0
2024-01-05,5,7,139,0,0
2024-01-05,5,8,155,0,0
2024-01-05,5,9,172,0,0
2024-01-05,5,10,82,0,0
2024-01-06,1,1,147,0,0
2024-01-06,1,2,77,0,0
2024-01-06,1,3,131,0,0
2024-01-06,1,4,90,0,0
2024-01-06,1,5,352,1,0
2024-01-06,1,6,192,0,0
2024-01-06,1,7,202,0,0
2024-01-06,1,8,111,0,0
2024-01-06,1,9,96,0,0
2024-01-06,1,10,146,0,0
2024-01-06,2,1,199,1,0
2024-01-06,2,2,103,0,0
2024-01-06,2,3,167,0,0
2024-01-06,2,4,115,0,0
2024-01-06,2,5,70,0,0
2024-01-06,2,6,151,0,0
2024-01-06,2,7,170,0,0
2024-01-06,2,8,175,0,0
2024-01-06,2,9,70,0,0
2024-01-06,2,10,100,0,0
2024-01-06,3,1,117,0,0
2024-01-06,3,2,155,0,0
2024-01-06,3,3,162,0,0
2024-01-06,3,4,292,1,0
2024-01-06,3,5,155,0,0
2024-01-06,3,6,74,0,0
2024-01-06,3,7,107,0,0
2024-01-06,3,8,170,0,0
2024-01-06,3,9,161,0,0
2024-01-06,3,10,128,0,0
2024-01-06,4,1,189,0,0
2024-01-06,4,2,161,0,0
2024-01-06,4,3,177,0,0
2024-01-06,4,4,120,0,1
2024-01-06,4,5,187,0,0
2024-01-06,4,6,209,0,0
2024-01-06,4,7,173,0,0
2024-01-06,4,8,168,0,0
2024-01-06,4,9,118,0,0
2024-01-06,4,10,74,0,0
2024-01-06,5,1,110,0,0
2024-01-06,5,2,224,0,0
2024-01-06,5,3,174,0,0
2024-01-06,5,4,230,1,0
2024-01-06,5,5,185,0,0
2024-01-06,5,6,196,0,0
2024-01-06,5,7,165,0,0
2024-01-06,5,8,350,1,0
2024-01-06,5,9,210,0,0
2024-01-06,5,10,101,0,0
2024-01-07,1,1,212,1,0
2024-01-07,1,2,68,0,0
2024-01-07,1,3,99,0,0
2024-01-07,1,4,79,0,0
2024-01-07,1,5,187,0,0
2024-01-07,1,6,191,0,0
2024-01-07,1,7,201,0,0
2024-01-07,1,8,90,0,0
2024-01-07,1,9,108,0,0
2024-01-07,1,10,127,0,0
2024-01-07,2,1,129,0,0
2024-01-07,2,2,92,0,0
2024-01-07,2,3,295,1,1
2024-01-07,2,4,116,0,0
2024-01-07,2,5,70,0,0
2024-01-07,2,6,142,0,0
2024-01-07,2,7,168,0,0
2024-01-07,2,8,143,0,0
2024-01-07,2,9,60,0,0
2024-01-07,2,10,96,0,0
2024-01-07,3,1,102,0,0
2024-01-07,3,2,160,0,0
2024-01-07,3,3,138,0,0
2024-01-07,3,4,146,0,0
2024-01-07,3,5,152,0,0
2024-01-07,3,6,68,0,0
2024-01-07,3,7,105,0,0
2024-01-07,3,8,162,0,0
2024-01-07,3,9,146,0,0
2024-01-07,3,10,107,0,0
2024-01-07,4,1,249,1,0
2024-01-07,4,2,136,0,0
2024-01-07,4,3,167,0,0
2024-01-07,4,4,100,1,0
2024-01-07,4,5,179,0,0
2024-01-07,4,6,194,0,0
2024-01-07,4,7,161,0,0
2024-01-07,4,8,188,1,0
2024-01-07,4,9,105,0,0
2024-01-07,4,10,65,0,0
2024-01-07,5,1,113,0,0
2024-01-07,5,2,192,0,0
2024-01-07,5,3,235,1,0
2024-01-07,5,4,143,0,0
2024-01-07,5,5,178,0,0
2024-01-07,5,6,196,0,0
2024-01-07,5,7,182,0,0
2024-01-07,5,8,191,0,0
2024-01-07,5,9,201,0,0
2024-01-07,5,10,100,0,0
2024-01-08,1,1,100,0,0
2024-01-08,1,2,89,1,0
2024-01-08,1,3,95,0,0
2024-01-08,1,4,60,0,0
2024-01-08,1,5,160,0,0
2024-01-08,1,6,142,0,0
2024-01-08,1,7,219,1,0
2024-01-08,1,8,69,0,0
2024-01-08,1,9,79,0,0
2024-01-08,1,10,88,0,0
2024-01-08,2,1,92,0,0
2024-01-08,2,2,64,0,0
2024-01-08,2,3,117,0,0
2024-01-08,2,4,136,1,0
2024-01-08,2,5,46,0,0
2024-01-08,2,6,114,0,0
2024-01-08,2,7,110,0,0
2024-01-08,2,8,117,0,0
2024-01-08,2,9,59,0,0
2024-01-08,2,10,71,0,0
2024-01-08,3,1,93,0,0
2024-01-08,3,2,126,0,0
2024-01-08,3,3,82,0,0
2024-01-08,3,4,109,0,0
2024-01-08,3,5,126,0,0
2024-01-08,3,6,50,0,0
2024-01-08,3,7,88,0,0
2024-01-08,3,8,99,0,0
2024-01-08,3,9,125,0,0
2024-01-08,3,10,98,0,0
2024-01-08,4,1,111,0,0
2024-01-08,4,2,133,0,0
2024-01-08,4,3,125,0,0
2024-01-08,4,4,62,0,0
2024-01-08,4,5,130,0,0
2024-01-08,4,6,117,0,0
2024-01-08,4,7,121,0,0
2024-01-08,4,8,91,0,0
2024-01-08,4,9,140,1,0
2024-01-08,4,10,61,1,0
2024-01-08,5,1,107,1,0
2024-01-08,5,2,150,0,0
2024-01-08,5,3,114,0,0
2024-01-08,5,4,102,0,0
2024-01-08,5,5,160,0,0
2024-01-08,5,6,131,0,0
2024-01-08,5,7,153,0,0
2024-01-08,5,8,144,0,0
2024-01-08,5,9,148,0,0
2024-01-08,5,10,75,0,0
2024-01-09,1,1,80,0,0
2024-01-09,1,2,47,0,0
2024-01-09,1,3,122,1,0
2024-01-09,1,4,57,0,0
2024-01-09,1,5,240,1,0
2024-01-09,1,6,135,0,0
2024-01-09,1,7,162,0,0
2024-01-09,1,8,51,0,0
2024-01-09,1,9,70,0,0
2024-01-09,1,10,127,0,0
2024-01-09,2,1,110,0,0
2024-01-09,2,2,66,0,0
2024-01-09,2,3,104,0,0
2024-01-09,2,4,95,0,0
2024-01-09,2,5,51,0,0
2024-01-09,2,6,106,0,0
2024-01-09,2,7,130,0,0
2024-01-09,2,8,161,1,0
2024-01-09,2,9,51,0,0
2024-01-09,2,10,66,0,0
2024-01-09,3,1,63,0,0
2024-01-09,3,2,122,0,0
2024-01-09,3,3,106,0,0
2024-01-09,3,4,108,0,0
2024-01-09,3,5,168,1,0
2024-01-09,3,6,54,0,0
2024-01-09,3,7,77,0,0
2024-01-09,3,8,111,0,0
2024-01-09,3,9,101,0,0
2024-01-09,3,10,90,0,0
2024-01-09,4,1,212,1,0
2024-01-09,4,2,110,0,0
2024-01-09,4,3,136,0,0
2024-01-09,4,4,51,0,0
2024-01-09,4,5,123,0,0
2024-01-09,4,6,223,0,1
2024-01-09,4,7,225,1,0
2024-01-09,4,8,145,1,0
2024-01-09,4,9,58,0,0
2024-01-09,4,10,58,0,0
2024-01-09,5,1,79,0,0
2024-01-09,5,2,143,0,0
2024-01-09,5,3,146,0,0
2024-01-09,5,4,102,0,0
2024-01-09,5,5,130,0,0
2024-01-09,5,6,130,0,0
2024-01-09,5,7,136,0,0
2024-01-09,5,8,128,0,0
2024-01-09,5,9,173,0,0
2024-01-09,5,10,77,0,0
2024-01-10,1,1,162,0,1
2024-01-10,1,2,44,0,0
2024-01-10,1,3,99,0,0
2024-01-10,1,4,53,0,0
2024-01-10,1,5,225,1,0
2024-01-10,1,6,143,0,0
2024-01-10,1,7,145,0,0
2024-01-10,1,8,87,0,0
2024-01-10,1,9,110,1,0
2024-01-10,1,10,110,0,0
2024-01-10,2,1,94,0,0
2024-01-10,2,2,60,0,0
2024-01-10,2,3,121,0,0
2024-01-10,2,4,90,0,0
2024-01-10,2,5,52,0,0
2024-01-10,2,6,86,0,0
2024-01-10,2,7,139,0,0
2024-01-10,2,8,123,0,0
2024-01-10,2,9,49,0,0
2024-01-10,2,10,77,0,0
2024-01-10,3,1,131,1,0
2024-01-10,3,2,119,0,0
2024-01-10,3,3,148,0,0
2024-01-10,3,4,123,0,0
2024-01-10,3,5,138,0,0
2024-01-10,3,6,54,0,0
2024-01-10,3,7,68,0,0
2024-01-10,3,8,191,1,0
2024-01-10,3,9,116,0,0
2024-01-10,3,10,101,0,0
2024-01-10,4,1,103,0,0
2024-01-10,4,2,118,0,0
2024-01-10,4,3,215,1,0
2024-01-10,4,4,52,0,0
2024-01-10,4,5,145,0,0
2024-01-10,4,6,124,0,0
2024-01-10,4,7,127,0,0
2024-01-10,4,8,110,0,0
2024-01-10,4,9,83,0,0
2024-01-10,4,10,40,0,0
2024-01-10,5,1,126,0,1
2024-01-10,5,2,167,0,0
2024-01-10,5,3,132,0,0
2024-01-10,5,4,84,0,0
2024-01-10,5,5,155,0,0
2024-01-10,5,6,140,0,0
2024-01-10,5,7,116,0,0
2024-01-10,5,8,102,0,0
2024-01-10,5,9,160,0,0
2024-01-10,5,10,92,1,0
2024-01-11,1,1,112,0,0
2024-01-11,1,2,45,0,0
2024-01-11,1,3,93,0,0
2024-01-11,1,4,51,0,0
2024-01-11,1,5,133,0,0
2024-01-11,1,6,147,0,0
2024-01-11,1,7,136,0,0
2024-01-11,1,8,84,0,0
2024-01-11,1,9,70,0,0
2024-01-11,1,10,120,0,0
2024-01-11,2,1,112,0,0
2024-01-11,2,2,69,0,0
2024-01-11,2,3,117,0,0
2024-01-11,2,4,104,0,0
2024-01-11,2,5,44,0,0
2024-01-11,2,6,99,0,0
2024-01-11,2,7,109,0,0
2024-01-11,2,8,212,1,0
2024-01-11,2,9,70,1,0
2024-01-11,2,10,72,0,0
2024-01-11,3,1,80,0,0
2024-01-11,3,2,112,0,0
2024-01-11,3,3,116,0,0
2024-01-11,3,4,124,0,0
2024-01-11,3,5,103,0,0
2024-01-11,3,6,106,1,0
2024-01-11,3,7,74,0,0
2024-01-11,3,8,115,0,0
2024-01-11,3,9,103,0,0
2024-01-11,3,10,95,0,0
2024-01-11,4,1,139,0,0
2024-01-11,4,2,118,0,0
2024-01-11,4,3,127,0,0
2024-01-11,4,4,50,0,0
2024-01-11,4,5,131,0,0
2024-01-11,4,6,160,0,0
2024-01-11,4,7,119,0,0
2024-01-11,4,8,99,0,0
2024-01-11,4,9,135,1,0
2024-01-11,4,10,85,1,0
2024-01-11,5,1,128,1,0
2024-01-11,5,2,144,0,0
2024-01-11,5,3,216,1,0
2024-01-11,5,4,118,0,0
2024-01-11,5,5,243,1,0
2024-01-11,5,6,150,0,0
2024-01-11,5,7,176,1,0
2024-01-11,5,8,160,0,0
2024-01-11,5,9,167,0,0
2024-01-11,5,10,72,0,0
2024-01-12,1,1,119,0,0
2024-01-12,1,2,62,0,0
2024-01-12,1,3,162,1,0
2024-01-12,1,4,69,0,0
2024-01-12,1,5,291,1,0
2024-01-12,1,6,161,0,0
2024-01-12,1,7,162,0,0
2024-01-12,1,8,97,0,0
2024-01-12,1,9,67,0,0
2024-01-12,1,10,138,0,0
2024-01-12,2,1,120,0,0
2024-01-12,2,2,74,0,0
2024-01-12,2,3,102,0,0
2024-01-12,2,4,114,0,0
2024-01-12,2,5,54,0,0
2024-01-12,2,6,127,0,0
2024-01-12,2,7,144,0,0
2024-01-12,2,8,156,0,0
2024-01-12,2,9,64,0,0
2024-01-12,2,10,81,0,0
2024-01-12,3,1,146,1,0
2024-01-12,3,2,138,0,0
2024-01-12,3,3,136,0,0
2024-01-12,3,4,128,0,0
2024-01-12,3,5,143,0,0
2024-01-12,3,6,94,1,0
2024-01-12,3,7,87,0,0
2024-01-12,3,8,129,0,0
2024-01-12,3,9,135,0,0
2024-01-12,3,10,103,0,0
2024-01-12,4,1,128,0,0
2024-01-12,4,2,149,0,0
2024-01-12,4,3,162,0,0
2024-01-12,4,4,62,0,0
2024-01-12,4,5,248,1,0
2024-01-12,4,6,206,1,0
2024-01-12,4,7,142,0,0
2024-01-12,4,8,118,0,0
2024-01-12,4,9,136,1,0
2024-01-12,4,10,49,0,0
2024-01-12,5,1,100,0,0
2024-01-12,5,2,161,0,0
2024-01-12,5,3,125,0,0
2024-01-12,5,4,162,0,1
2024-01-12,5,5,165,0,0
2024-01-12,5,6,169,0,0
2024-01-12,5,7,127,0,0
2024-01-12,5,8,157,0,0
2024-01-12,5,9,152,0,0
2024-01-12,5,10,95,0,0
2024-01-13,1,1,127,0,0
2024-01-13,1,2,88,0,0
2024-01-13,1,3,173,0,1
2024-01-13,1,4,127,1,0
2024-01-13,1,5,215,0,0
2024-01-13,1,6,164,0,0
2024-01-13,1,7,213,0,0
2024-01-13,1,8,151,1,0
2024-01-13,1,9,174,1,0
2024-01-13,1,10,149,0,0
2024-01-13,2,1,143,0,0
2024-01-13,2,2,85,0,0
2024-01-13,2,3,148,0,0
2024-01-13,2,4,201,0,1
2024-01-13,2,5,71,0,0
2024-01-13,2,6,139,0,0
2024-01-13,2,7,187,0,0
2024-01-13,2,8,177,0,0
2024-01-13,2,9,65,0,0
2024-01-13,2,10,96,0,0
2024-01-13,3,1,99,0,0
2024-01-13,3,2,166,0,0
2024-01-13,3,3,171,0,0
2024-01-13,3,4,257,1,0
2024-01-13,3,5,163,0,0
2024-01-13,3,6,79,0,0
2024-01-13,3,7,160,1,0
2024-01-13,3,8,200,0,0
2024-01-13,3,9,147,0,0
2024-01-13,3,10,130,0,0
2024-01-13,4,1,191,0,0
2024-01-13,4,2,154,0,0
2024-01-13,4,3,178,0,0
2024-01-13,4,4,82,0,0
2024-01-13,4,5,264,1,0
2024-01-13,4,6,181,0,0
2024-01-13,4,7,200,0,0
2024-01-13,4,8,172,0,0
2024-01-13,4,9,102,0,0
2024-01-13,4,10,63,0,0
2024-01-13,5,1,115,0,0
2024-01-13,5,2,175,0,0
2024-01-13,5,3,179,0,0
2024-01-13,5,4,158,0,0
2024-01-13,5,5,365,1,0
2024-01-13,5,6,225,0,0
2024-01-13,5,7,173,0,0
2024-01-13,5,8,186,0,0
2024-01-13,5,9,316,1,0
2024-01-13,5,10,111,0,0
2024-01-14,1,1,222,1,0
2024-01-14,1,2,66,0,0
2024-01-14,1,3,101,0,0
2024-01-14,1,4,69,0,0
2024-01-14,1,5,325,1,0
2024-01-14,1,6,145,0,0
2024-01-14,1,7,185,0,0
2024-01-14,1,8,98,0,0
2024-01-14,1,9,99,0,0
2024-01-14,1,10,149,0,0
2024-01-14,2,1,144,0,0
2024-01-14,2,2,79,0,0
2024-01-14,2,3,159,0,0
2024-01-14,2,4,111,0,0
2024-01-14,2,5,64,0,0
2024-01-14,2,6,155,0,0
2024-01-14,2,7,282,1,0
2024-01-14,2,8,162,0,0
2024-01-14,2,9,60,0,0
2024-01-14,2,10,104,0,0
2024-01-14,3,1,111,0,0
2024-01-14,3,2,160,0,0
2024-01-14,3,3,149,0,0
2024-01-14,3,4,160,0,0
2024-01-14,3,5,137,0,0
2024-01-14,3,6,71,0,0
2024-01-14,3,7,153,1,0
2024-01-14,3,8,141,0,0
2024-01-14,3,9,249,1,0
2024-01-14,3,10,155,1,0
2024-01-14,4,1,161,0,0
2024-01-14,4,2,176,0,0
2024-01-14,4,3,162,0,0
2024-01-14,4,4,63,0,0
2024-01-14,4,5,171,0,0
2024-01-14,4,6,191,0,0
2024-01-14,4,7,173,0,0
2024-01-14,4,8,132,0,0
2024-01-14,4,9,100,0,0
2024-01-14,4,10,69,0,0
2024-01-14,5,1,99,0,0
2024-01-14,5,2,178,0,0
2024-01-14,5,3,284,1,0
2024-01-14,5,4,139,0,0
2024-01-14,5,5,263,1,0
2024-01-14,5,6,188,0,0
2024-01-14,5,7,147,0,0
2024-01-14,5,8,163,0,0
2024-01-14,5,9,224,0,0
2024-01-14,5,10,131,1,0
2024-01-15,1,1,102,0,0
2024-01-15,1,2,45,0,0
2024-01-15,1,3,82,0,0
2024-01-15,1,4,54,0,0
2024-01-15,1,5,155,0,0
2024-01-15,1,6,126,0,0
2024-01-15,1,7,129,0,0
2024-01-15,1,8,61,0,0
2024-01-15,1,9,65,0,0
2024-01-15,1,10,127,0,0
2024-01-15,2,1,110,0,0
2024-01-15,2,2,59,0,0
2024-01-15,2,3,121,0,0
2024-01-15,2,4,85,0,0
2024-01-15,2,5,67,1,0
2024-01-15,2,6,138,0,1
2024-01-15,2,7,122,0,0
2024-01-15,2,8,102,0,0
2024-01-15,2,9,42,0,0
2024-01-15,2,10,65,0,0
2024-01-15,3,1,79,0,0
2024-01-15,3,2,123,0,0
2024-01-15,3,3,192,1,0
2024-01-15,3,4,124,0,0
2024-01-15,3,5,120,0,0
2024-01-15,3,6,39,0,0
2024-01-15,3,7,73,0,0
2024-01-15,3,8,117,0,0
2024-01-15,3,9,122,0,0
2024-01-15,3,10,93,0,0
2024-01-15,4,1,137,0,0
2024-01-15,4,2,123,0,0
2024-01-15,4,3,182,1,0
2024-01-15,4,4,65,0,0
2024-01-15,4,5,133,0,0
2024-01-15,4,6,160,0,0
2024-01-15,4,7,101,0,0
2024-01-15,4,8,164,1,0
2024-01-15,4,9,85,0,0
2024-01-15,4,10,52,0,0
2024-01-15,5,1,71,0,0
2024-01-15,5,2,143,0,0
2024-01-15,5,3,125,0,0
2024-01-15,5,4,114,0,0
2024-01-15,5,5,156,0,0
2024-01-15,5,6,217,1,0
2024-01-15,5,7,121,0,0
2024-01-15,5,8,192,0,1
2024-01-15,5,9,145,0,0
2024-01-15,5,10,84,0,0
2024-01-16,1,1,103,0,0
2024-01-16,1,2,47,0,0
2024-01-16,1,3,95,0,0
2024-01-16,1,4,47,0,0
2024-01-16,1,5,232,1,0
2024-01-16,1,6,109,0,0
2024-01-16,1,7,263,1,0
2024-01-16,1,8,74,0,0
2024-01-16,1,9,112,1,0
2024-01-16,1,10,273,1,1
2024-01-16,2,1,100,0,0
2024-01-16,2,2,59,0,0
2024-01-16,2,3,114,0,0
2024-01-16,2,4,89,0,0
2024-01-16,2,5,41,0,0
2024-01-16,2,6,117,0,0
2024-01-16,2,7,129,0,0
2024-01-16,2,8,122,0,0
2024-01-16,2,9,57,0,0
2024-01-16,2,10,67,0,0
2024-01-16,3,1,85,0,0
2024-01-16,3,2,129,0,0
2024-01-16,3,3,105,0,0
2024-01-16,3,4,158,1,0
2024-01-16,3,5,121,0,0
2024-01-16,3,6,90,1,0
2024-01-16,3,7,75,0,0
2024-01-16,3,8,125,0,0
2024-01-16,3,9,106,0,0
2024-01-16,3,10,95,0,0
2024-01-16,4,1,152,1,0
2024-01-16,4,2,120,0,0
2024-01-16,4,3,137,0,0
2024-01-16,4,4,100,1,0
2024-01-16,4,5,120,0,0
2024-01-16,4,6,186,1,0
2024-01-16,4,7,122,0,0
2024-01-16,4,8,116,0,0
2024-01-16,4,9,86,0,0
2024-01-16,4,10,52,0,0
2024-01-16,5,1,63,0,0
2024-01-16,5,2,140,0,0
2024-01-16,5,3,130,0,0
2024-01-16,5,4,92,0,0
2024-01-16,5,5,169,0,0
2024-01-16,5,6,137,0,0
2024-01-16,5,7,122,0,0
2024-01-16,5,8,142,0,0
2024-01-16,5,9,184,0,0
2024-01-16,5,10,82,0,0
2024-01-17,1,1,105,0,0
2024-01-17,1,2,55,0,0
2024-01-17,1,3,89,0,0
2024-01-17,1,4,69,0,0
2024-01-17,1,5,137,0,0
2024-01-17,1,6,198,1,0
2024-01-17,1,7,162,0,0
2024-01-17,1,8,71,0,0
2024-01-17,1,9,68,0,0
2024-01-17,1,10,126,0,0
2024-01-17,2,1,109,0,0
2024-01-17,2,2,75,0,0
2024-01-17,2,3,123,0,0
2024-01-17,2,4,108,0,0
2024-01-17,2,5,73,1,0
2024-01-17,2,6,129,0,0
2024-01-17,2,7,130,0,0
2024-01-17,2,8,127,0,0
2024-01-17,2,9,42,0,0
2024-01-17,2,10,120,0,1
2024-01-17,3,1,72,0,0
